HD,Target,Group,SpectralType,Teff,e_Teff,logg,FeH,Lstar ,e_Lstar,Rstar,e_Rstar,Mass_value,Mass_err,Age_value,Age_err,K_diam,K_diam_err,Reference1,e_logg,e_FeH,date1,date1_name_Calib1,date1_diam_Calib1,date1_e_diam_Calib1,date1_name_Calib2,date1_diam_Calib2,date1_e_diam_Calib2,date1_name_Calib3,date1_diam_Calib3,date1_e_diam_Calib3,date2,date2_name_Calib1,date2_diam_Calib1,date2_e_diam_Calib1,date2_name_Calib2,date2_diam_Calib2,date2_e_diam_Calib2,date2_name_Calib3,date2_diam_Calib3,date2_e_diam_Calib3,date3,date3_name_Calib1,date3_diam_Calib1,date3_e_diam_Calib1,date3_name_Calib2,date3_diam_Calib2,date3_e_diam_Calib2,date3_name_Calib3,date3_diam_Calib3,date3_e_diam_Calib3,LDD_mas_bourges,e_LDD_bourges,_HD_key,Lstar,theta_ld_f,e_theta_ld_f,Baines_mu_f,Target_catalog,Target_norm,Target_chara,INS,N_epochs,Date_first,Date_last,MIRCX_file_first,MYSTIC_file_first,SATLAS_V2_std_night,SATLAS_V2,SATLAS_diam_std_night,SATLAS_diam,SATLAS_diam_err_ivw,chi2_SATLAS_std_night,chi2_SATLAS,UD_V2_std_night,UD_V2,H_UD_diam_std_night,H_UD_diam,H_UD_diam_err_ivw,K_UD_diam_std_night,K_UD_diam,K_UD_diam_err_ivw,chi2_UD_std_night,chi2_UD,PL_V2_std_night,PL_V2,PL_diam_std_night,PL_diam,PL_diam_err_ivw,H_PL_alpha_std_night,H_PL_alpha,H_PL_alpha_err_ivw,K_PL_alpha_std_night,K_PL_alpha,K_PL_alpha_err_ivw,chi2_PL_std_night,chi2_PL,PL2_V2_std_night,PL2_V2,PL2_diam_std_night,PL2_diam,PL2_diam_err_ivw,H_PL2_alpha_std_night,H_PL2_alpha,H_PL2_alpha_err_ivw,K_PL2_alpha_std_night,K_PL2_alpha,K_PL2_alpha_err_ivw,H_PL2_u1_std_night,H_PL2_u1,H_PL2_u1_err_ivw,K_PL2_u1_std_night,K_PL2_u1,K_PL2_u1_err_ivw,chi2_PL2_std_night,chi2_PL2,LL_V2_std_night,LL_V2,LL_diam_std_night,LL_diam,LL_diam_err_ivw,H_LL_a_std_night,H_LL_a,H_LL_a_err_ivw,K_LL_a_std_night,K_LL_a,K_LL_a_err_ivw,chi2_LL_std_night,chi2_LL,QL_V2_std_night,QL_V2,QL_diam_std_night,QL_diam,QL_diam_err_ivw,H_QL_a_std_night,H_QL_a,H_QL_a_err_ivw,K_QL_a_std_night,K_QL_a,K_QL_a_err_ivw,H_QL_b_std_night,H_QL_b,H_QL_b_err_ivw,K_QL_b_std_night,K_QL_b,K_QL_b_err_ivw,chi2_QL_std_night,chi2_QL,a__linear__kurucz__MIRCX,a__linear__kurucz__MYSTIC,a__linear__mps1__MIRCX,a__linear__mps1__MYSTIC,a__linear__mps2__MIRCX,a__linear__mps2__MYSTIC,a__linear__stagger__MIRCX,a__linear__stagger__MYSTIC,p1__power1__kurucz__MIRCX,p1__power1__kurucz__MYSTIC,p1__power1__mps1__MIRCX,p1__power1__mps1__MYSTIC,p1__power1__mps2__MIRCX,p1__power1__mps2__MYSTIC,p1__power1__stagger__MIRCX,p1__power1__stagger__MYSTIC,p1__power2__kurucz__MIRCX,p1__power2__kurucz__MYSTIC,p1__power2__mps1__MIRCX,p1__power2__mps1__MYSTIC,p1__power2__mps2__MIRCX,p1__power2__mps2__MYSTIC,p1__power2__stagger__MIRCX,p1__power2__stagger__MYSTIC,p1_1p__power1__kurucz__MIRCX,p1_1p__power1__kurucz__MYSTIC,p1_1p__power1__mps1__MIRCX,p1_1p__power1__mps1__MYSTIC,p1_1p__power1__mps2__MIRCX,p1_1p__power1__mps2__MYSTIC,p1_1p__power1__stagger__MIRCX,p1_1p__power1__stagger__MYSTIC,p2__power2__kurucz__MIRCX,p2__power2__kurucz__MYSTIC,p2__power2__mps1__MIRCX,p2__power2__mps1__MYSTIC,p2__power2__mps2__MIRCX,p2__power2__mps2__MYSTIC,p2__power2__stagger__MIRCX,p2__power2__stagger__MYSTIC,u1__quadratic__kurucz__MIRCX,u1__quadratic__kurucz__MYSTIC,u1__quadratic__mps1__MIRCX,u1__quadratic__mps1__MYSTIC,u1__quadratic__mps2__MIRCX,u1__quadratic__mps2__MYSTIC,u1__quadratic__stagger__MIRCX,u1__quadratic__stagger__MYSTIC,u2__quadratic__kurucz__MIRCX,u2__quadratic__kurucz__MYSTIC,u2__quadratic__mps1__MIRCX,u2__quadratic__mps1__MYSTIC,u2__quadratic__mps2__MIRCX,u2__quadratic__mps2__MYSTIC,u2__quadratic__stagger__MIRCX,u2__quadratic__stagger__MYSTIC,v2_p1__power1__kurucz__MIRCX,v2_p1__power1__kurucz__MYSTIC,v2_p1_1p__power1__kurucz__MIRCX,v2_p1_1p__power1__kurucz__MYSTIC,v2_p1__power2__kurucz__MIRCX,v2_p1__power2__kurucz__MYSTIC,v2_p2__power2__kurucz__MIRCX,v2_p2__power2__kurucz__MYSTIC,v2_p1__power1__mps1__MIRCX,v2_p1__power1__mps1__MYSTIC,v2_p1_1p__power1__mps1__MIRCX,v2_p1_1p__power1__mps1__MYSTIC,v2_p1__power2__mps1__MIRCX,v2_p1__power2__mps1__MYSTIC,v2_p2__power2__mps1__MIRCX,v2_p2__power2__mps1__MYSTIC,v2_p1__power1__mps2__MIRCX,v2_p1__power1__mps2__MYSTIC,v2_p1_1p__power1__mps2__MIRCX,v2_p1_1p__power1__mps2__MYSTIC,v2_p1__power2__mps2__MIRCX,v2_p1__power2__mps2__MYSTIC,v2_p2__power2__mps2__MIRCX,v2_p2__power2__mps2__MYSTIC,v2_p1__power1__stagger__MIRCX,v2_p1__power1__stagger__MYSTIC,v2_p1_1p__power1__stagger__MIRCX,v2_p1_1p__power1__stagger__MYSTIC,v2_p1__power2__stagger__MIRCX,v2_p1__power2__stagger__MYSTIC,v2_p2__power2__stagger__MIRCX,v2_p2__power2__stagger__MYSTIC,N_dates_fit,Date_list_fit,date1_fit,date2_fit,date3_fit
3627,del And,,K3III,4347.0,29.0,2.04,0.21,68.0,4.0,,,1.3,,3.2,,,,,0.2,0.08,2025-09-07,HD 29038,0.670224,0.0160549,7 And,0.692674,0.067622,HD 28424,0.594675,0.0141297,,,,,,,,,,,,,,,,,,,,,4.528876,0.367691,3627,,,,,del And,DEL_AND,del_And,MIRCX+MYSTIC,1,2025-09-07,2025-09-07,MIRCX_L2.2025Sep07.del_And.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,MYSTIC_L2.2025Sep07.del_And.MIRCX_IDL.2025Sep08_Narsi.AVG10m.oifits,,1.05,,4.157,0.003,,2.088,,0.9,,4.035,0.015,,4.072,0.015,,9.103,,1.033,,4.173,0.006,,0.298,0.011,,0.181,0.017,,2.242,,1.039,,4.146,0.005,,0.264,0.013,,0.985,0.23,,0.979,0.034,,0.265,0.056,,1.977,,1.033,,4.134,0.005,,0.376,0.019,,0.236,0.012,,2.549,,1.039,,4.143,0.007,,0.044,0.05,,0.253,0.025,,0.505,0.079,,0.007,0.049,,2.005,0.4809660468572039,0.3965014742375994,0.4866059882391147,0.3961480970458405,0.4858739325122676,0.3959921036027315,0.4346508427374976,0.3484951165725129,0.2406263889020117,0.1843063167385398,0.243037811669225,0.1835774488449327,0.2425215643979654,0.1834826064992912,0.1994016630745181,0.1485518495405078,0.7463580453900902,0.6381624577290768,0.7346519656199163,0.6443574927821747,0.7346602189443737,0.6443662298098458,0.719896355114963,0.6310989781234476,0.2406263889020117,0.1843063167385398,0.243037811669225,0.1835774488449327,0.2425215643979654,0.1834826064992912,0.1994016630745181,0.1485518495405078,0.3765053672073933,0.3545663700523018,0.3905564405968332,0.3455423985953199,0.3895547779323231,0.3453147404109626,0.3265144038367604,0.283672856320789,0.0564649072876378,0.0366676296661447,0.0491923187218519,0.0102934892330649,0.0484123587833946,0.0103724323473487,0.0249169738532147,0.0011735472843653,0.5010701995267539,0.4247385887363911,0.5080599687709106,0.4481736505815841,0.5081156144997386,0.4479007753556918,0.4831241005559098,0.4095327034026321,0.2423796713273595,0.1949709721969722,0.2423796713273595,0.1949709721969722,0.9999999674242332,0.9221746179211624,0.2397618140732263,0.2135342106245119,0.2456430038630401,0.1913980678372585,0.2456430038630401,0.1913980678372585,0.9999999999999988,0.9477731272285548,0.2439054315082014,0.2032495255174414,0.2452459267790373,0.1916050313739029,0.2452459267790373,0.1916050313739029,0.9999999999999988,0.9479401215400902,0.2435143602610519,0.2034300060276258,0.2032158982512723,0.1582534456163892,0.2032158982512723,0.1582534456163892,0.9999996089541876,0.9561723339895664,0.2019847507552686,0.1663792916459311,1,2025-09-07,2025-09-07,,
3712,alf Cas,Giant,K0IIICN+1,4625.0,42.0,1.19,-0.1,734.0,0.1,42.15,1.55,3.98,,0.22,,,,,0.28,0.03,2025-07-20,HD 25291,0.86509,0.0714039,HD 224870,0.65383,0.05352,7 And,0.69267,0.06762,,HD 13137,0.662104,0.0462708,HD 212136,0.631381,0.04729,HD 222932,0.65587,0.01743,,HD 212136,0.63138,0.04729,HD 13137,0.6621,0.04627,7 And,0.69267,0.06762,5.789029,0.393532,3712,733.5,5.527,0.018,0.67,alf Cas,ALF_CAS,alf_Cas,MIRCX+MYSTIC,1,2025-07-20,2025-07-20,MIRCX_L2.2025Jul20.alf_Cas.MIRCX_IDL.2025Jul22.AVG15m.oifits,MYSTIC_L2.2025Jul20.alf_Cas.MIRCX_IDL.2025Jul25.AVG15m.oifits,,1.108,,5.64,0.004,,10.005,,0.94,,5.496,0.016,,5.567,0.007,,10.074,,1.09,,5.68,0.007,,0.283,0.024,,0.1799999999999999,0.013,,9.537,,1.088,,5.644,0.012,,0.233,0.021,,0.629,0.258,,1.022,0.032,,0.356,0.091,,5.574,,1.091,,5.628,0.006,,0.365,0.029,,0.24,0.013,,10.975,,1.086,,5.637,0.012,,-0.051,0.076,,0.205,0.032,,0.575,0.109,,0.051,0.078,,10.661,0.4319920491194848,0.3601896026695831,0.4513527040096888,0.3692269428458395,0.4502669108425854,0.3687129373489658,0.4346508427374976,0.3484951165725129,0.2073424889442164,0.1626037344288681,0.2189812068408165,0.1676961594019568,0.2182371438914823,0.1673709899371708,0.1994016630745181,0.1485518495405078,0.7141593185279025,0.5943266258849741,0.7254890102711752,0.625689223500241,0.72212148854539,0.6225279206370319,0.719896355114963,0.6310989781234476,0.2073424889442164,0.1626037344288681,0.2189812068408165,0.1676961594019568,0.2182371438914823,0.1673709899371708,0.1994016630745181,0.1485518495405078,0.339846728767702,0.3407797275745984,0.3522661129791916,0.3240241884168067,0.3535364421292937,0.3258711903808575,0.3265144038367604,0.283672856320789,0.0179559665528096,0.0207529271537435,0.0097339119699518,-0.0087581582213223,0.0113577020657944,-0.0069570838413646,0.0249169738532147,0.0011735472843653,0.4887175156677418,0.4006622906050556,0.5129442590137792,0.4390331508053532,0.509797053448021,0.4363441629089588,0.4831241005559098,0.4095327034026321,0.1997318380129735,0.1677262787711207,0.1997318380129735,0.1677262787711207,0.9995314581228696,0.8922503405176583,0.1952953055073748,0.18949120874183,0.2107316900806115,0.1695268423027488,0.2107316900806115,0.1695268423027488,0.9999971447153232,0.9134784793222772,0.2070415129884109,0.186742819625566,0.2104617447536308,0.1696994368909182,0.2104617447536308,0.1696994368909182,1.0,0.914390740834515,0.2068239411225063,0.1867338090042763,0.1997098106529967,0.1557438949595687,0.1997098106529967,0.1557438949595687,0.9999999995137616,0.9203623144024862,0.1964836415137535,0.170128096991001,1,2025-07-20,2025-07-20,,
9927,ups Per,Giant,K3-III,4374.0,17.0,2.06,0.05,142.0,,18.5,,1.75,0.15,1.7,,,,,0.14,0.03,2025-07-20,HD 13137,0.662104,0.0462708,7 And,0.69267,0.06762,HD 173920,0.61142,0.04854,2025-07-22,HD 212136,0.63138,0.04729,HD 13137,0.6621,0.04627,7 And,0.69267,0.06762,2025-10-20,HD 20675,0.41515,0.03964,HD 11151,0.41958,0.0106,7 And,0.69267,0.06762,3.930584,0.321604,9927,,,,,ups Per,UPS_PER,ups_Per,MIRCX+MYSTIC,3,2025-07-20,2025-10-20,MIRC_L2.2025Oct20.ups_Per.MIRCX_IDL.2025Dec14.AVG10m.oifits,MYSTIC_L2.2025Oct20.ups_Per.MIRCX_IDL.2025Dec14.AVG10m.oifits,0.1000016666527779,1.028333333333333,0.0032145502536642,3.6133333333333337,0.0017320508075688,0.1315902731967678,2.962,0.0731049473930002,0.8903333333333333,0.0120554275466834,3.490913796822201,0.0066137328614405,0.0083864970836061,3.5332352941176475,0.0043656412506539,2.3630980371819814,8.328666666666667,0.0970274875142777,1.0113333333333332,0.0072111025509278,3.625573770491803,0.0030728851183895,0.0023094010767585,0.3094258279762389,0.0094717674545287,0.0049328828623162,0.1752740122551783,0.0065236799477095,0.9168938506355758,2.2903333333333333,0.1005932403295569,1.013,0.0052915026221291,3.603379310344827,0.0022283440581246,0.034961884007206,0.2526019261987943,0.0084224260691993,0.3505315011997257,0.9102816621165744,0.0203919337333455,0.0721479960451663,1.0293431115602008,0.0141606557723547,0.131306257784362,0.2658367781548229,0.009993690851735,0.3586767346790143,1.5739999999999998,0.0995104684610284,1.0073333333333334,0.00556776436283,3.5877009102730817,0.0021636553379238,0.0105987420637231,0.3821432817774194,0.0112430945101847,0.0050332229568471,0.2150127786754533,0.0074354328375199,1.0963012055695884,2.244666666666667,0.1001349089978115,1.015,0.0104083299973306,3.614756984712705,0.0045460219131215,0.078424060933704,0.0245285440032333,0.0350208240711409,0.0488091521472493,0.1580394622779438,0.0144024118129601,0.1306152109569683,0.5837693997920141,0.0485817152895703,0.097780366127357,0.1554988922633697,0.0301657532508935,0.6455145234617112,1.904,0.4741090514524704,0.3949215405152674,0.4747046441207566,0.3868603436610572,0.4734837864337751,0.3866064128411426,0.4346508427374976,0.3484951165725129,0.2358471823743815,0.183423326268667,0.2347620151741014,0.1780464857656724,0.2339088627758979,0.1778760686269814,0.1994016630745181,0.1485518495405078,0.7487355173888403,0.6424385144651784,0.7343415631802231,0.640465574946048,0.7325236619443306,0.6385406465387038,0.719896355114963,0.6310989781234476,0.2358471823743815,0.183423326268667,0.2347620151741014,0.1780464857656724,0.2339088627758979,0.1778760686269814,0.1994016630745181,0.1485518495405078,0.3657868119403145,0.3485617552524093,0.3749796113585246,0.3360237640546674,0.3749190433039235,0.3372665123100574,0.3265144038367604,0.283672856320789,0.0453652670316027,0.030368356114076,0.032617158812089,0.0012067453727803,0.0326014904888654,0.0026779043213336,0.0249169738532147,0.0011735472843653,0.506078106993516,0.430309180492872,0.513488650690346,0.4479401749070796,0.51208880624202,0.445936463583207,0.4831241005559098,0.4095327034026321,0.2425829699076502,0.1963489051816655,0.2425829699076502,0.1963489051816655,0.9999999769214896,0.9353040154852224,0.2402961509476982,0.2114801121046198,0.2418389673794066,0.1879853230196689,0.2418389673794066,0.1879853230196689,0.9999998931474172,0.9693502068331092,0.240795970768327,0.1945797675262308,0.2412730237408849,0.1883233787353617,0.2412730237408849,0.1883233787353617,0.99999988579282,0.9635179162619848,0.2400298065369304,0.1962392218978085,0.2120377393689427,0.1618863413288893,0.2120377393689427,0.1618863413288893,1.0,0.9751402125185936,0.2112952635519549,0.1664645828261755,3,"2025-07-20,2025-07-22,2025-10-20",2025-07-20,2025-07-22,2025-10-20
20902,alf Per,Supergiant,F5Ib,6193.0,41.0,1.02,0.14,3786.3,0.0,53.4,1.45,7.3,0.3,0.41,,3.13,0.007,Merand et al. 2007,0.15,0.08,2025-07-25,7 And,0.69267,0.06762,HD 13137,0.662104,0.0462708,HD 18991,0.848679,0.0807683,2025-08-27,HD 19845,0.799699,0.0740655,HD 13137,0.6621,0.04627,7 And,0.69267,0.06762,,HD 25056,0.626143,0.0498084,36 Per,0.528791,0.0431623,HD 50384,0.645652,0.0540487,3.347016,0.214687,20902,3786.3,3.2,0.007,0.56,alf Per,ALF_PER,alf_Per,MIRCX+MYSTIC,2,2025-07-25,2025-08-27,MIRCX_L2.2025Jul25.alf_Per.MIRCX_IDL.2025Jul25.AVG15m.oifits,MYSTIC_L2.2025Jul25.alf_Per.MIRCX_IDL.2025Jul26.AVG15m.oifits,0.0106066017177983,1.0365,0.0014142135623732,3.211,0.0021213203435596,1.4318912319027588,2.1765,0.0247487373415291,0.9735,0.0056568542494923,3.145538461538462,0.0033282011773513,0.0042426406871191,3.164,0.0028284271247461,1.0946012972767754,3.2379999999999995,0.0169705627484771,1.026,0.0084852813742385,3.2356000000000003,0.0026832815729997,0.0091923881554251,0.224676674364896,0.0098036143591771,0.0162634559672905,0.120160621761658,0.006046452306289,1.0917728701520295,1.8,0.0226274169979695,1.024,0.0113137084989847,3.2258000000000004,0.0026832815729997,0.0056568542494923,0.3114300812103682,0.0376541220437576,0.0261629509039022,0.2042058823529411,0.0257247877713763,0.0028284271247461,0.7520399169478329,0.0592802158539827,0.0169705627484771,0.579848537932893,0.0576962158347907,0.9121677477306466,1.5830000000000002,0.0197989898732233,1.024,0.0077781745930521,3.205088235294117,0.0025724787771376,0.0106066017177982,0.2974906743185079,0.0127269075205199,0.0212132034355964,0.1445609065155807,0.0072385496176079,1.4898739879600555,2.0405,0.0233345237791561,1.0255,0.0176776695296639,3.2167324840764326,0.0052673734374863,0.0254558441227157,0.1455643564356435,0.0417936941569793,0.0282842712474619,0.0568633897223108,0.0170438685969681,0.1011162697096762,0.2562530330548492,0.0545666839115081,0.1230365799264592,0.1516751285009965,0.0283531928639177,1.0458109293749038,1.7185,0.3209894540361568,0.2745376022059856,0.3030837251103433,0.2566813250334929,0.3054976305657469,0.2580036131372345,0.2965652675386329,0.2464222167597337,0.1412024609675261,0.1162005901358375,0.1317772630724383,0.1079031222028181,0.1329308447920815,0.1084497925201474,0.1218932121498603,0.0971606873505033,0.6001938227691372,0.4877564598016028,0.6396819230304056,0.5330675771239713,0.6244043430732199,0.5208380986273753,0.6304261670977521,0.5057879512899852,0.1412024609675261,0.1162005901358375,0.1317772630724383,0.1079031222028181,0.1329308447920815,0.1084497925201474,0.1218932121498603,0.0971606873505033,0.2817043213739961,0.3039965593910886,0.2353241073728507,0.2407233470672071,0.2460318475165281,0.2504209012512325,0.2243457101959265,0.2357080134056716,-0.0201012018623039,-0.0060772991579933,-0.055079623715823,-0.0496300612218549,-0.04803559477849,-0.0433756899928185,-0.0211166954349615,-0.0111874270646759,0.4026146139138669,0.3312305950399211,0.4160099987382103,0.3557834716452041,0.4106320671785501,0.3500548118132131,0.3745841378100069,0.3037518621606403,0.1453027996712346,0.1261937432122945,0.1453027996712346,0.1261937432122945,0.9996515989776122,0.9161126173596896,0.1431358845070495,0.1392446931625635,0.133277743462319,0.1127132493274079,0.133277743462319,0.1127132493274079,0.997823379163946,0.9484302183832064,0.1323162922547463,0.1196077589072385,0.1361798781280221,0.1149489256565857,0.1361798781280221,0.1149489256565857,0.9999961726492872,0.9463765389812954,0.1348142293888647,0.1223096874887066,0.1331881403823283,0.1128935249170099,0.1331881403823283,0.1128935249170099,0.9999337754995734,0.9304094997976934,0.1314341642130856,0.1224493489729263,2,"2025-07-25,2025-08-27",2025-07-25,2025-08-27,
21552,sig Per,,K3III,4159.0,33.0,1.6,-0.23,368.0,,36.89,,1.32,,,,,,,0.38,0.03,2025-08-27,36 Per,0.528791,0.0431623,HD 25056,0.626143,0.0498084,HD 29122,0.846404,0.0713907,,,,,,,,,,,,,,,,,,,,,3.275167,0.280436,21552,,,,,sig Per,SIG_PER,sig_Per,MIRCX+MYSTIC,1,2025-08-27,2025-08-27,MIRCX_L2.2025Aug27.sig_Per.MIRCX_IDL.2025Aug28.AVG10m.oifits,MYSTIC_L2.2025Aug27.sig_Per.MIRCX_IDL.2025Aug28.AVG10m.oifits,,1.151,,3.132,0.002,,1.833,,1.027,,3.024,0.006,,3.044,0.005,,3.989,,1.124,,3.136,0.005,,0.278,0.015,,0.163,0.007,,0.885,,1.123,,3.123,0.003,,0.245,0.01,,0.359,0.029,,1.008,0.022,,0.486,0.026,,0.726,,1.121,,3.104,0.005,,0.347,0.015,,0.198,0.013,,1.086,,1.13,,3.135,0.003,,0.021,0.04,,0.107,0.013,,0.565,0.061,,0.264,0.02,,0.719,0.4712952423302758,0.3899479059327255,0.4867879874263527,0.3968293693153445,0.4853614300172049,0.3962219586609521,0.5035078516471493,0.3975632761364622,0.2340077747729006,0.180524661732663,0.2433213637244557,0.1841980667986052,0.2423354230741993,0.1838307410670927,0.2458154096058645,0.1762291601003736,0.7601859016835343,0.6483386232931863,0.7543586134521527,0.6655867795063286,0.7562213139793668,0.6649202813261581,0.7477661749471967,0.6689081824480106,0.2340077747729006,0.180524661732663,0.2433213637244557,0.1841980667986052,0.2423354230741993,0.1838307410670927,0.2458154096058645,0.1762291601003736,0.3534689326934086,0.3366958703055212,0.3738986900607844,0.3292436768444198,0.3705855077017848,0.3289751553199476,0.3924005703842181,0.3180330878081964,0.0324827980281832,0.0202821350619043,0.0318309235634889,-0.0049309830464414,0.0280826365581585,-0.0054834475513363,0.0939773737197592,0.032614140714421,0.5179628952695905,0.4363439463260876,0.5284367826936209,0.4666483147661837,0.5311334962464724,0.46658449490962,0.4828842752840915,0.4303176694020445,0.2395019919046675,0.192401433795515,0.2395019919046675,0.192401433795515,0.9999999717875492,0.8826181190653454,0.2352654927855423,0.2213436284411619,0.2508896011308963,0.1938543285179975,0.2508896011308963,0.1938543285179975,0.9999896394913856,0.9195859071049464,0.2479705646117243,0.212951873768989,0.2489942681355374,0.1931507459246848,0.2489942681355374,0.1931507459246848,0.9999148276854264,0.9183171956396694,0.2460614361290619,0.2125052946852274,0.2722028269158324,0.1992839988099441,0.2722028269158324,0.1992839988099441,0.9999999999999998,0.9571317630912108,0.2706077905580995,0.2093029409586854,1,2025-08-27,2025-08-27,,
27371,gam Tau,,G9.5IIIabCN0.5,5124.0,24.0,2.63,0.12,85.0,0.1,11.7,0.14,2.7,,0.43,,,,,0.04,0.02,2025-09-07,HD 31294,0.680709,0.01617,HD 29038,0.67022,0.01605,HD 19903,0.56469,0.01824,,,,,,,,,,,,,,,,,,,,,2.507196,0.208303,27371,85.1,2.358,0.02,0.64,gam Tau,GAM_TAU,gam_Tau,MIRCX+MYSTIC,1,2025-09-07,2025-09-07,MIRCX_L2.2025Sep07.gam_Tau.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,MYSTIC_L2.2025Sep07.gam_Tau.MIRCX_IDL.2025Sep08_Narsi.AVG10m.oifits,,1.04,,2.391,0.002,,2.295,,0.952,,2.315,0.012,,2.321,0.003,,7.021,,1.045,,2.406,0.004,,0.31,0.013,,0.181,0.008,,1.637,,1.05,,2.399,0.004,,0.333,0.016,,0.529,0.081,,0.92,0.027,,0.415,0.038,,2.352,,1.043,,2.379,0.007,,0.373,0.017,,0.211,0.021,,2.114,,1.056,,2.43,0.003,,0.082,0.011,,0.057,0.052,,0.685,0.018,,0.484,0.071,,2.169,0.4152419022745491,0.3482090954814459,0.4071157303691751,0.3356734404771006,0.4063555759925581,0.3357798942052342,0.3945871269552763,0.3216007876475274,0.1964548149809143,0.1556037968897696,0.1906859304283077,0.1486530218690205,0.1901674459506692,0.14865290236843,0.1746261013556282,0.1336224214691321,0.6892514574729963,0.5716284322644605,0.6949545374907536,0.5836902096412269,0.688561700688808,0.5777497155363144,0.6651966270994762,0.5532079243060836,0.1964548149809143,0.1556037968897696,0.1906859304283077,0.1486530218690205,0.1901674459506692,0.14865290236843,0.1746261013556282,0.1336224214691321,0.3376591373620533,0.3435381316049389,0.3204237993730536,0.3114308395596786,0.324091666792428,0.316491146518017,0.3173539593681606,0.3072558327889326,0.0167006526449257,0.0228216559784314,-0.0152256198420019,-0.0161604517958471,-0.0116933251970832,-0.0124175359213958,0.0171951780180393,0.012165499850157,0.4704278143527541,0.3840789426117579,0.4905533330019291,0.4086582799834511,0.4855676163162427,0.4044344914354002,0.4449891963610595,0.3648603424316143,0.2043443980465136,0.1714130714299865,0.2043443980465136,0.1714130714299865,0.9971358760642232,0.8792068559776174,0.2035470581573562,0.2001315576038253,0.1964093892885018,0.1597350260390114,0.1964093892885018,0.1597350260390114,0.986395497559253,0.8989850399483323,0.1981829519288869,0.1811090152400711,0.1970922524839059,0.1609252917139822,0.1970922524839059,0.1609252917139822,0.9722841325937523,0.8850530189916412,0.2018394565871617,0.18534171595287,0.1924481658914952,0.1541440896815144,0.1924481658914952,0.1541440896815144,0.9986300162796874,0.9220714930004716,0.1918623944282871,0.1699655023505631,1,2025-09-07,2025-09-07,,
28305,eps Tau,,K0III,4921.0,40.0,2.47,0.14,79.4,0.1,12.23,0.21,2.458,,0.6,,,,,0.04,0.02,2025-09-07,HD 28424,0.594675,0.0141297,HD 29038,0.670224,0.0160549,HD 19903,0.564693,0.0182438,,,,,,,,,,,,,,,,,,,,,2.727019,0.259529,28305,79.1,2.545,0.04,0.65,eps Tau,EPS_TAU,eps_Tau,MIRCX+MYSTIC,1,2025-09-07,2025-09-07,MIRCX_L2.2025Sep07.eps_Tau.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,MYSTIC_L2.2025Sep07.eps_Tau.MIRCX_IDL.2025Sep08_Narsi.AVG10m.oifits,,1.079,,2.574,0.002,,3.497,,0.971,,2.491,0.005,,2.5,0.002,,9.556,,1.103,,2.605,0.007,,0.348,0.023,,0.217,0.017,,1.902,,1.109,,2.591,0.004,,0.335,0.021,,0.765,0.21,,0.954,0.024,,0.346,0.048,,1.963,,1.094,,2.573,0.006,,0.408,0.028,,0.25,0.017,,2.334,,1.116,,2.62,0.01,,0.0949999999999999,0.024,,0.146,0.044,,0.67,0.061,,0.355,0.098,,1.705,0.4152419022745491,0.3482090954814459,0.4289355519661252,0.3517425977162015,0.4280493749210956,0.3515743319741561,0.3945871269552763,0.3216007876475274,0.1964548149809143,0.1556037968897696,0.2043229625738021,0.1576106100465271,0.2037233090787924,0.157464378446225,0.1746261013556282,0.1336224214691321,0.6892514574729963,0.5716284322644605,0.7046661322790458,0.6007562278993138,0.7002036204742814,0.5954476659161864,0.6651966270994762,0.5532079243060836,0.1964548149809143,0.1556037968897696,0.2043229625738021,0.1576106100465271,0.2037233090787924,0.157464378446225,0.1746261013556282,0.1336224214691321,0.3376591373620533,0.3435381316049389,0.3401981660113097,0.3201016687720533,0.3425135357440408,0.3242798225537721,0.3173539593681606,0.3072558327889326,0.0167006526449257,0.0228216559784314,0.0003560548511397,-0.0101240809362588,0.0027198303265321,-0.0067187454020358,0.0171951780180393,0.012165499850157,0.4704278143527541,0.3840789426117579,0.4977989959164046,0.4203114532053147,0.4940241523614533,0.4161606843583003,0.4449891963610595,0.3648603424316143,0.2033420845948639,0.1706778084851247,0.2033420845948639,0.1706778084851247,0.9999992757467144,0.8705433718839923,0.2005911248327745,0.2004180339038716,0.2100273288519028,0.1684175754249976,0.2100273288519028,0.1684175754249976,1.0,0.902286465158764,0.2079571360580374,0.1896970884270311,0.2104671637919768,0.1694117578593962,0.2104671637919768,0.1694117578593962,0.999999995807044,0.9020367745909076,0.208384579542855,0.1908782152614619,0.1909453825294336,0.1530232680496518,0.1909453825294336,0.1530232680496518,0.9999999999799596,0.9135255166115248,0.1892279539056449,0.1699100444836858,1,2025-09-07,2025-09-07,,
