target,target_norm,hd,date,oifits_h,oifits_k,teff,logg,feh,theta_init,mass,alpha_svam_H_Stagger,alpha_svam_H_Stagger_err,alpha_svam_K_Stagger,alpha_svam_K_Stagger_err,p1_svam_H_Stagger,p1_svam_H_Stagger_err,p1_svam_K_Stagger,p1_svam_K_Stagger_err,alpha1_svam_H_Stagger,alpha1_svam_H_Stagger_err,alpha1_svam_K_Stagger,alpha1_svam_K_Stagger_err,alpha_svam_H_Kurucz,alpha_svam_H_Kurucz_err,alpha_svam_K_Kurucz,alpha_svam_K_Kurucz_err,p1_svam_H_Kurucz,p1_svam_H_Kurucz_err,p1_svam_K_Kurucz,p1_svam_K_Kurucz_err,alpha1_svam_H_Kurucz,alpha1_svam_H_Kurucz_err,alpha1_svam_K_Kurucz,alpha1_svam_K_Kurucz_err,alpha_svam_H_MPS1,alpha_svam_H_MPS1_err,alpha_svam_K_MPS1,alpha_svam_K_MPS1_err,p1_svam_H_MPS1,p1_svam_H_MPS1_err,p1_svam_K_MPS1,p1_svam_K_MPS1_err,alpha1_svam_H_MPS1,alpha1_svam_H_MPS1_err,alpha1_svam_K_MPS1,alpha1_svam_K_MPS1_err,alpha_svam_H_MPS2,alpha_svam_H_MPS2_err,alpha_svam_K_MPS2,alpha_svam_K_MPS2_err,p1_svam_H_MPS2,p1_svam_H_MPS2_err,p1_svam_K_MPS2,p1_svam_K_MPS2_err,alpha1_svam_H_MPS2,alpha1_svam_H_MPS2_err,alpha1_svam_K_MPS2,alpha1_svam_K_MPS2_err,alpha_svam_H_satlasross,alpha_svam_H_satlasross_err,alpha_svam_K_satlasross,alpha_svam_K_satlasross_err,p1_svam_H_satlasross,p1_svam_H_satlasross_err,p1_svam_K_satlasross,p1_svam_K_satlasross_err,alpha1_svam_H_satlasross,alpha1_svam_H_satlasross_err,alpha1_svam_K_satlasross,alpha1_svam_K_satlasross_err
iot_Gem,iot_gem,,2025-09-09,MIRC_L2.2025Sep09.iot_Gem.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,MYSTIC_L2.2025Sep09.iot_Gem.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,4779.0,2.4,-0.1,,1.89,0.19180112956434042,0.00025276164268720614,0.15356056276657482,0.00021857273229326544,0.9999999821494706,,0.9303091746669588,,0.19157732351432416,,0.16807815762201314,,0.2124069934120395,0.0002666195642897752,0.175979725133424,0.00022942572065709268,0.9997176282468404,,0.8841756585552892,,0.2120671529274097,,0.2051376538429836,,0.2112229765184651,0.00025409544260617054,0.16891027971758574,0.0002183761235316525,1.0,,0.919926370462677,,0.21094889808156628,,0.18743210390954718,,0.2117622114487185,0.00025404453258959405,0.16993900284103314,0.0002183642923420175,0.9929528632298175,,0.9125657237414438,,0.21302586431720874,,0.19010609501602213,,0.22893925578487478,0.00025600559980314916,0.18652805372308146,0.00021960734787634397,0.6549498353829557,,0.5365707359681315,,0.3574442647333216,,0.36741229483651505,
ksi_Dra,ksi_dra,,2026-03-23,MIRC_L2.2026Mar23.ksi_Dra.MIRCX_IDL.nc5_lbd_clean_2026Mar23.AVG15m.oifits,MYSTIC_L2.2026Mar23.ksi_Dra.MIRCX_IDL.nc5_lbd_clean_2026Mar24.AVG15m.oifits,4504.0,2.31,-0.01,,1.45,0.22397286449245454,0.0004606358925807131,0.17411665290308914,0.00041796057933832334,0.9999992276475943,,0.9319789192772377,,0.2225320456879586,,0.18908746644136407,,0.2282508353738128,0.0004955770902224214,0.18796551735509862,0.00044942518601392593,1.0,,0.8912618456005522,,0.2257900210476818,,0.21512385948028803,,0.23365231211275983,0.0004648506117772844,0.18366279815711842,0.0004197437666295614,0.9999996699976247,,0.9217563165175777,,0.2319072206844997,,0.20205008573094063,,0.2332408030165041,0.00046219529395274766,0.18387417308650486,0.0004176515765243146,0.9999991427922187,,0.9217476333999465,,0.2314962712155026,,0.20228509433280012,,0.2456406903195847,0.0004648326446797799,0.19700829818527968,0.00041886300356121264,0.9537736868110068,,0.8523885603261784,,0.2556264659331562,,0.23565981326761498,
lam_Her,lam_her,,2026-05-01,MIRC_L2.2026May01.lam_Her.MIRCX_IDL.nc5.AVG10m.oifits,MYSTIC_L2.2026May01.lam_Her.MIRCX_IDL.lbd_all.AVG10m.oifits,4070.0,1.89,-0.04,,1.18,0.2583791954191598,0.0006249514137461656,0.19400764126862702,0.0004514881481009769,0.9999999522030468,,0.940351286355892,,0.2565516092833204,,0.20790423310369727,,0.25012262332938173,0.0006504141646245153,0.20010845023762677,0.00047362489340577077,0.9999999047885226,,0.8962316086328798,,0.2468711506572839,,0.22642952804945257,,0.2592406499030022,0.0006389105484705622,0.2006596888444035,0.00046041297841513146,0.9999999579680849,,0.9196133125902944,,0.25670436746354,,0.22053502062428396,,0.2584267917586635,0.0006399603851124481,0.20026993654761635,0.0004613866455213132,0.999999993478955,,0.9176853664997922,,0.25583417260855573,,0.22062809589135404,,0.27079857250761213,0.0006425118774086044,0.21208801797750423,0.0004606213492803291,0.9984519112458686,,0.906676280250534,,0.2681863316612203,,0.23685151537576898,
mu._Leo,mu_leo,,2026-04-04,MIRC_L2.2026Apr04.mu._Leo.MIRCX_IDL.Hband.AVG10m.oifits,MYSTIC_L2.2026Apr04.mu._Leo.MIRCX_IDL.2026Apr04_first.AVG10m.oifits,4433.0,2.5,0.25,,1.5,0.2243346075301731,0.0005927758328889099,0.17513307009775309,0.00043467000673154166,0.9999997754983496,,0.9374171287831187,,0.222613173131722,,0.18822510573071566,,0.23638407588956467,0.0006245127797710497,0.19308303467284857,0.00045300400181429233,0.9999999987757568,,0.8927568715100196,,0.23319047645684832,,0.21921523097316073,,0.24848855246916254,0.0005884275491397092,0.1942421540074388,0.0004219160439402469,1.0,,0.9342497332222206,,0.24651439858418087,,0.20957044173337697,,0.24787601691064212,0.0005935377420163939,0.1945325101457694,0.00042591943972622106,1.0,,0.928292698062242,,0.2457197088371557,,0.2113930591450341,,0.25096545996719455,0.0006040659939356977,0.2023040708931224,0.00043394320807753025,0.9453779376646728,,0.8440047785578396,,0.26298326536828054,,0.2432122284005743,
phi02_Ori,phi02_ori,,2025-09-07,MIRCX_L2.2025Sep07.phi02_Ori.MIRCX_IDL.2025Sep10_Narsi.AVG10m.oifits,MYSTIC_L2.2025Sep07.phi02_Ori.MIRCX_IDL.2025Sep08_Narsi.AVG10m.oifits,4823.0,2.61,-0.54,,1.07,0.1930267961766123,0.00025404633016199585,0.1547300260577389,0.00022386962757610783,0.923160152569055,,0.8444730566172863,,0.20895364745798048,,0.18666360740278054,,0.20041039688544127,0.0002664632123007091,0.16769614027637034,0.00023527249508360797,0.9561774963986567,,0.8413000428361499,,0.20896289173097923,,0.2050372826141548,,0.20068859206986084,0.0002544881353165891,0.1616057692597516,0.00022421122762137974,0.7125923922833524,,0.6063535453144561,,0.2848062422352467,,0.2763711377509389,,0.20201642858048538,0.00025359954627279525,0.16284496731575335,0.00022332271547275363,0.6184619471304126,,0.5057215831979773,,0.33380287738281084,,0.3388614989772513,,0.2307131506046603,0.000257993883688356,0.18802163619797976,0.0002269439116459755,0.6060105191597425,,0.48289808571824827,,0.3914723875446853,,0.41598391764537224,
rho_Ser,rho_ser,,2026-05-01,MIRC_L2.2026May01.rho_Ser.MIRCX_IDL.nc5.AVG10m.oifits,MYSTIC_L2.2026May01.rho_Ser.MIRCX_IDL.lbd_all.AVG10m.oifits,3920.0,1.68,-0.17,,,0.26710745986346535,0.0006486702005776,0.1953739473889863,0.0004394211231786555,0.9999997376560799,,0.9691885815201798,,0.2658120157883183,,0.20233887564368644,,0.24520481458511387,0.000679082560159129,0.192590879567764,0.00046314697244801534,1.0,,0.9042353088396861,,0.2412339544751435,,0.215600141002167,,0.27106539704684113,0.0006623992644680679,0.2104040642141417,0.0004457673439535459,0.9999999981653811,,0.9512096593770292,,0.26888228681459486,,0.22255601707439743,,0.27082789207348323,0.0006631136002932658,0.20951600345263502,0.0004463304995800892,0.9999999878696119,,0.9483513067151761,,0.26852276772728667,,0.22236587138102365,,0.2852844663069524,0.0006665282381055057,0.21917025782386892,0.0004482929890055347,0.9833397426876533,,0.9069519508316193,,0.2868499586950801,,0.24413219206655026,
sig_Per,sig_per,,2025-08-27,MIRCX_L2.2025Aug27.sig_Per.MIRCX_IDL.2025Aug28.AVG10m.oifits,MYSTIC_L2.2025Aug27.sig_Per.MIRCX_IDL.2025Aug28.AVG10m.oifits,4159.0,1.6,-0.23,,1.32,0.27221607772217526,0.00030970517370735375,0.1992857910966084,0.0002255755199469394,0.9999999999999951,,0.9571121546602503,,0.270619318239572,,0.20931417224852683,,0.23951192886649472,0.0003428990176561443,0.19239558420054365,0.00025018064983763533,0.9999999828715728,,0.882550915904068,,0.2352688674927909,,0.22136925002289173,,0.25089985205122123,0.00032316964421829795,0.1938520139771179,0.00023534615604370063,0.9999977402256286,,0.9195554968984787,,0.24797127394027255,,0.21296654539954546,,0.24900448648535903,0.0003236311886138884,0.19314821678778607,0.00023589192367976045,0.9999082361839058,,0.9182542917028345,,0.24606846782623135,,0.2125276035156378,,0.2709535769330964,0.00032174944006097114,0.21006754453567986,0.0002350614809357891,0.7915814443557214,,0.6815519153838729,,0.3434231155971696,,0.31607246095083275,
ups_Aur,ups_aur,,2025-08-27,MIRCX_L2.2025Aug27.ups_Aur.MIRCX_IDL.2025Aug28.AVG10m.oifits,MYSTIC_L2.2025Aug27.ups_Aur.MIRCX_IDL.2025Aug28.AVG10m.oifits,3912.0,1.16,-0.23,,1.66,0.26038874378430515,0.0004919698890769339,0.19308952706308863,0.00042573332898369204,0.9999999068176493,,0.9483746697394472,,0.2583813776872459,,0.2046492751198219,,0.23793853355917025,0.0005009112399755108,0.1896160297430658,0.00043431688880384136,0.9999999883528182,,0.8898722319064948,,0.23375626162092777,,0.21560875015679112,,0.2625289576801086,0.0005040265011478366,0.20745053554467563,0.000434434844913257,0.9999999922805304,,0.939176966212978,,0.260041356642737,,0.22229538544210242,,0.26120913555883074,0.0005055986556849837,0.2059212138635537,0.00043594474192954597,0.9999999975532949,,0.9349211198434296,,0.2585611280133488,,0.22176236192816595,,0.2820719142565315,0.0004858673003747541,0.21582814469043327,0.0004185924948781712,1.0,,0.9125249168565647,,0.2783072587400476,,0.23877616561374865,
ups_Per,ups_per,,2025-10-20,MIRC_L2.2025Oct20.ups_Per.MIRCX_IDL.2025Dec14.AVG10m.oifits,MYSTIC_L2.2025Oct20.ups_Per.MIRCX_IDL.2025Dec14.AVG10m.oifits,4374.0,2.06,0.05,,1.75,0.21203889902851417,0.0005196442555186312,0.16188685898803068,0.00038565356731937975,1.0,,0.9751353708469865,,0.2112961292710818,,0.16646599300293438,,0.24258437193566781,0.0005323108437001392,0.19634935322805808,0.00039200777507789443,0.9999999774898561,,0.9353000115267922,,0.24029691231860129,,0.21148180646875936,,0.2418401329555009,0.0005148310624092449,0.18798589424139855,0.0003777140566104825,0.9999999184980268,,0.9693457774258754,,0.24079703310140993,,0.19458133852650442,,0.2412742501455626,0.0005156099581948669,0.1883239261501012,0.00037870031110183146,0.9999996193952277,,0.9635132630921588,,0.24003073818211712,,0.1962407518399662,,0.2516492989959326,0.0005384801445745258,0.19943466883653,0.0003949304914426173,0.9941643809360204,,0.9088250750313365,,0.2501015808086441,,0.2216496505896196,
V424_Lac,v424_lac,,2025-07-25,MIRCX_L2.2025Jul25.V424_Lac.MIRCX_IDL.2025Jul25.AVG15m.oifits,MYSTIC_L2.2025Jul25.V424_Lac.MIRCX_IDL.2025Jul26.AVG15m.oifits,4013.0,0.32,-0.02,,6.8,0.26504785971255956,0.0006711408010368357,0.19383769399908235,0.0003443347944412215,0.9999999997309985,,0.9544177873850492,,0.2632758233926163,,0.20387702226846088,,0.2474651314540793,0.0006611832446824754,0.19651929596576043,0.0003457254201193908,0.9999895491852926,,0.9023570238264437,,0.24364185703281988,,0.21975622646577453,,0.2657951570970097,0.0006707464524543592,0.2039548217778013,0.0003461186256514502,0.9999999989427446,,0.9371387568842704,,0.2632596164111359,,0.21885774563326757,,0.26526471744482494,0.0006711367277689461,0.20356833594887916,0.0003461773648359579,0.9999999967359341,,0.9325615826228459,,0.26254598763576853,,0.21961116362015365,,0.28314129869465904,0.0006493931233904281,0.2113093572798439,0.000331827945418383,0.9999999999999998,,0.9351260244686919,,0.2804313850154654,,0.22730070424203436,
zet_Cep,zet_cep,,2025-07-20,MIRCX_L2.2025Jul20.zet_Cep.MIRCX_IDL.2025Jul22.AVG15m.oifits,MYSTIC_L2.2025Jul20.zet_Cep.MIRCX_IDL.2025Jul25.AVG15m.oifits,4151.0,0.77,0.07,,10.1,0.2525802913878904,0.0006980576774511594,0.19001210607987729,0.00039684626397339736,1.0,,0.9427644706696416,,0.2504138377346989,,0.20238239552449747,,0.2306467318353448,0.0006998601667246102,0.1900637729458722,0.0004033352288260974,0.9999999999999973,,0.8921962653557222,,0.22658420925002826,,0.21487111892728794,,0.23939703121095762,0.000699660653946569,0.1901403256891429,0.0004002305943136658,0.9999997996104646,,0.917289290087359,,0.23627432340154825,,0.20859421708037695,,0.2389908598421113,0.0006988981305395573,0.19032059861070058,0.0003999623921813742,0.9999999491331085,,0.9155725915402712,,0.23580147053991954,,0.20921622936018155,,0.2521910381094536,0.0006922114689067004,0.19677083946364765,0.0003928749750006823,0.9643314564500078,,0.8770831150540956,,0.2586317260028103,,0.22620677872830663,
